familia,tabla,variable,tipo_dato,unidad,rol,grano_tabla,descripcion,advertencia
06_instituciones_banca_estado,creditos_y_recompra_por_banco_2006_2023,recarga_mm_clp_dic2023,int64,millones_CLP,metrica,"banco, acumulado 2006-2023",Recarga mm clp dic2023,
06_instituciones_banca_estado,creditos_y_recompra_por_banco_2006_2023,tasa_recompra,float64,proporcion_0_1,metrica,"banco, acumulado 2006-2023",Tasa recompra,
06_instituciones_banca_estado,creditos_y_recompra_por_banco_2006_2023,tasa_recarga,float64,proporcion_0_1,metrica,"banco, acumulado 2006-2023",Tasa recarga,
06_instituciones_banca_estado,creditos_y_recompra_por_banco_2006_2023,pagina,int64,conteo_entero,trazabilidad,"banco, acumulado 2006-2023",Página del PDF de Fundación SOL donde se publicó la tabla.,
06_instituciones_banca_estado,creditos_y_recompra_por_banco_2006_2023,fuente,str,texto_categoria,trazabilidad,"banco, acumulado 2006-2023","Referencia al documento, cuadro o fuente utilizada.",
06_instituciones_banca_estado,arancel_real_referencia_2024,institucion,str,texto_categoria,dimension,"institucion, aranceles 2024",Institucion,
06_instituciones_banca_estado,arancel_real_referencia_2024,institucion_clave,str,texto_categoria,clave_union,"institucion, aranceles 2024",Institucion clave,
06_instituciones_banca_estado,arancel_real_referencia_2024,arancel_real_promedio_clp,float64,CLP,metrica,"institucion, aranceles 2024",Arancel real promedio clp,
06_instituciones_banca_estado,arancel_real_referencia_2024,arancel_referencia_promedio_clp,float64,CLP,metrica,"institucion, aranceles 2024",Arancel referencia promedio clp,
06_instituciones_banca_estado,arancel_real_referencia_2024,diferencia_clp,float64,CLP,metrica,"institucion, aranceles 2024",Diferencia clp,
06_instituciones_banca_estado,arancel_real_referencia_2024,pagina,int64,conteo_entero,trazabilidad,"institucion, aranceles 2024",Página del PDF de Fundación SOL donde se publicó la tabla.,
06_instituciones_banca_estado,arancel_real_referencia_2024,fuente,str,texto_categoria,trazabilidad,"institucion, aranceles 2024","Referencia al documento, cuadro o fuente utilizada.",
07_series_historicas_politica,creditos_cursados_y_recomprados_2006_2023,periodo,str,conteo_entero,tiempo,"año, nacional",Periodo,
07_series_historicas_politica,creditos_cursados_y_recomprados_2006_2023,creditos_cursados_n,int64,conteo_entero,metrica,"año, nacional",Creditos cursados n,
07_series_historicas_politica,creditos_cursados_y_recomprados_2006_2023,monto_creditos_cursados_mm_clp_dic2023,int64,millones_CLP,metrica,"año, nacional",Monto creditos cursados mm clp dic2023,
07_series_historicas_politica,creditos_cursados_y_recomprados_2006_2023,creditos_recomprados_n,int64,conteo_entero,metrica,"año, nacional",Creditos recomprados n,
07_series_historicas_politica,creditos_cursados_y_recomprados_2006_2023,monto_recomprado_mm_clp_dic2023,int64,millones_CLP,metrica,"año, nacional",Monto recomprado mm clp dic2023,
07_series_historicas_politica,creditos_cursados_y_recomprados_2006_2023,valor_pagado_incl_recarga_mm_clp_dic2023,int64,millones_CLP,metrica,"año, nacional",Valor pagado incl recarga mm clp dic2023,
07_series_historicas_politica,creditos_cursados_y_recomprados_2006_2023,recarga_mm_clp_dic2023,int64,millones_CLP,metrica,"año, nacional",Recarga mm clp dic2023,
07_series_historicas_politica,creditos_cursados_y_recomprados_2006_2023,pagina,int64,conteo_entero,trazabilidad,"año, nacional",Página del PDF de Fundación SOL donde se publicó la tabla.,
07_series_historicas_politica,creditos_cursados_y_recomprados_2006_2023,fuente,str,texto_categoria,trazabilidad,"año, nacional","Referencia al documento, cuadro o fuente utilizada.",
07_series_historicas_politica,evolucion_tasa_morosidad_2017_2023,anio,int64,conteo_entero,tiempo,"año x tipo de deudor, nacional",Anio,
07_series_historicas_politica,evolucion_tasa_morosidad_2017_2023,tipo_deudor,str,texto_categoria,dimension,"año x tipo de deudor, nacional",Tipo deudor,
07_series_historicas_politica,evolucion_tasa_morosidad_2017_2023,tasa_morosidad,float64,proporcion_0_1,metrica,"año x tipo de deudor, nacional",Tasa morosidad,
07_series_historicas_politica,evolucion_tasa_morosidad_2017_2023,pagina,int64,conteo_entero,trazabilidad,"año x tipo de deudor, nacional",Página del PDF de Fundación SOL donde se publicó la tabla.,
07_series_historicas_politica,evolucion_tasa_morosidad_2017_2023,fuente,str,texto_categoria,trazabilidad,"año x tipo de deudor, nacional","Referencia al documento, cuadro o fuente utilizada.",
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,institucion,str,texto_categoria,dimension,"institucion, acumulado 2006-2023",Institucion,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,institucion_clave,str,texto_categoria,clave_union,"institucion, acumulado 2006-2023",Institucion clave,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,tipo_ies,str,texto_categoria,dimension,"institucion, acumulado 2006-2023",Tipo ies,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,beneficios_cae_nuevos_y_renovantes_n,float64,conteo_entero,metrica,"institucion, acumulado 2006-2023",Conteo de créditos/beneficios anuales acumulados; no representa personas únicas.,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,recursos_cae_mm_clp_dic2023,float64,millones_CLP,metrica,"institucion, acumulado 2006-2023",Recursos cae mm clp dic2023,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,compra_creditos_mm_clp_dic2023,float64,millones_CLP,metrica,"institucion, acumulado 2006-2023",Compra creditos mm clp dic2023,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,recargo_mm_clp_dic2023,float64,millones_CLP,metrica,"institucion, acumulado 2006-2023",Recargo mm clp dic2023,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,tasa_recompra,float64,proporcion_0_1,metrica,"institucion, acumulado 2006-2023",Tasa recompra,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,tasa_recargo,float64,proporcion_0_1,metrica,"institucion, acumulado 2006-2023",Tasa recargo,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,pagina,int64,conteo_entero,trazabilidad,"institucion, acumulado 2006-2023",Página del PDF de Fundación SOL donde se publicó la tabla.,
07_series_historicas_politica,recursos_cae_por_institucion_2006_2023,fuente,str,texto_categoria,trazabilidad,"institucion, acumulado 2006-2023","Referencia al documento, cuadro o fuente utilizada.",
07_series_historicas_politica,cobertura_asignaciones_mineduc_2025,hallazgo,str,texto_categoria,atributo,ver fuente,Hallazgo,
07_series_historicas_politica,cobertura_asignaciones_mineduc_2025,valor,int64,texto_categoria,atributo,ver fuente,Valor,
07_series_historicas_politica,cobertura_asignaciones_mineduc_2025,implicancia,str,texto_categoria,atributo,ver fuente,Implicancia,
